ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2
lp_2759	2596	3081	3013	3659
lp_2760	883	1058	1055	1201
lp_2761	1705	1864	2214	2461
lp_2762	1966	2010	2306	2834
lp_2763	921	1007	1285	1498
lp_2764	1664	1961	2092	3199
lp_2765	731	681	843	1128
lp_2766	715	987	2820	3043
lp_2767	693	1012	2850	2997
lp_2770	859	930	560	649
lp_2772	527	502	469	496
lp_2773	276	304	354	424
lp_2774	120	101	114	200
lp_2776	1693	1954	571	649
lp_2780	385	566	5389	6186
lp_2781	637	817	6606	7800
lp_2782	84	91	605	338
lp_2783	4102	5002	3640	3503
lp_2785	610	721	536	594
lp_2786	2365	2608	1534	1415
lp_2787	159	192	1242	1290
lp_2788	2	12	21	40
lp_2789	960	1157	776	930
lp_2790	1303	1596	1923	2270
lp_2792	118	127	78	64
lp_2793	13930	15942	12901	15114
lp_2794	879	979	898	787
lp_2795	667	539	537	778
lp_2797	156	115	106	220
lp_2798	274	246	321	542
lp_2799	2447	2735	6987	7281
lp_2800	524	570	1156	1143
lp_2802	110	128	104	112
lp_2803	81	84	54	106
lp_2804	234	340	434	565
lp_2806	91	38	30	41
lp_2807	3301	2425	1891	3125
lp_2809	743	549	400	709
lp_2810	419	294	217	404
lp_2812	1958	2150	1160	1074
lp_2813	125	139	783	781
lp_2816	141	134	68	83
lp_2817	268	164	98	95
lp_2818	1195	1306	1210	1140
lp_2820	1067	1041	1236	1379
lp_2822	325	421	316	267
lp_2823	320	400	275	236
lp_2824	3383	3971	3197	3536
lp_2825	4147	5168	4191	4877
lp_2826	3250	3998	2496	2936
lp_2827	1201	1293	805	980
lp_2829	1313	1608	3244	2828
lp_2830	3104	3651	633	592
lp_2833	153	142	200	211
lp_2835	149	162	188	250
lp_2836	404	470	298	275
lp_2839	225	303	197	154
lp_2840	32	32	26	34
lp_2841	154	190	123	209
lp_2842	188	195	188	170
lp_2843	2866	3327	2402	2448
lp_2844	1383	1337	959	1153
lp_2848	414	521	467	488
lp_2849	1558	1817	1509	1584
lp_2850	2774	2923	2321	2499
lp_2851	22	28	45	20
lp_2852	14	14	25	18
lp_2853	4	0	6	4
lp_2854	207	226	249	309
lp_2855	85	100	173	215
lp_2856	447	384	1008	1161
lp_2857	84	77	222	305
lp_2860	1106	1200	1105	1268
lp_2861	271	265	125	125
lp_2862	1421	1237	962	1140
lp_2864	2089	2045	1267	1261
lp_2865	2590	2686	1533	1805
lp_2866	1561	1460	993	1050
lp_2867	1929	1647	1227	1191
lp_2868	1715	1643	962	1012
lp_2870	276	249	284	349
lp_2871	313	220	356	419
lp_2872	187	165	153	209
lp_2873	456	467	366	480
lp_2874	284	264	314	346
lp_2877	1309	1475	1379	1394
lp_2878	2151	2497	1723	1950
lp_2879	735	1069	666	743
lp_2885	196	160	71	36
lp_2887	1073	1157	1486	1532
lp_2889	137	150	141	136
lp_2890	87	90	78	135
lp_2893	485	518	396	456
lp_2894	405	394	318	393
lp_2897	688	823	692	667
lp_2901	920	873	873	919
lp_2903	511	461	303	341
lp_2906	936	837	552	814
lp_2907	197	171	132	197
lp_2909	639	718	615	498
lp_2911	1694	1538	938	1113
lp_2912	7700	7810	3791	4149
lp_2913	2015	1915	3062	3898
lp_2914	1905	1566	1530	2424
lp_2915	644	913	964	1178
lp_2917	56	66	20	36
lp_2918	921	1072	838	1045
lp_2921	222	209	255	222
lp_2922	330	389	426	503
lp_2923	346	473	318	450
lp_2924	280	232	104	181
lp_2925	422	343	306	603
lp_2926	317	360	323	338
lp_2927	81	96	78	93
lp_2930	185	141	258	291
lp_2931	894	856	903	1194
lp_2932	2595	2225	2532	3508
lp_2934	1970	2446	1095	1352
lp_2935	1272	1487	1118	1173
lp_2936	1981	2473	1972	1999
lp_2937	2639	2844	1682	1694
lp_2940	461	573	221	329
lp_2942	774	1226	949	1118
lp_2943	96	135	185	167
lp_2945	368	449	605	672
lp_2948	113	149	152	230
lp_2949	66	82	98	110
lp_2952	333	322	265	250
lp_2953	128	100	108	163
lp_2954	85	98	53	39
lp_2956	367	464	596	804
lp_2959	174	136	84	167
lp_2960	3242	3321	2452	2747
lp_2961	78	95	111	147
lp_2963	450	564	557	506
lp_2964	105	97	102	114
lp_2965	156	138	55	108
lp_2966	752	924	922	968
lp_2967	286	298	304	288
lp_2968	239	299	581	555
lp_2972	107	101	49	50
lp_2973	83	86	43	49
lp_2974	29	27	4	8
lp_2975	212	222	99	150
lp_2976	12	14	1	6
lp_2977	32	19	7	13
lp_2979	37	26	16	19
lp_2981	27	23	19	21
lp_2982	28	30	23	31
lp_2983	21	24	10	20
lp_2984	5	6	2	3
lp_2985	16	5	0	18
lp_2987	2497	3080	3585	2749
lp_2988	1686	1558	671	495
lp_2989	253	234	222	209
lp_2991	141	146	79	97
lp_2995	402	291	230	278
lp_2996	267	202	120	228
lp_2998	378	326	141	298
lp_3001	213	278	154	159
lp_3002	291	370	268	319
lp_3003	717	834	703	1042
lp_3004	29	21	28	37
lp_3006	1603	2121	2836	3773
lp_3008	48	40	27	25
lp_3009	16	10	191	183
lp_3010	8	10	328	243
lp_3011	22	28	206	238
lp_3012	48	67	66	65
lp_3013	299	311	375	280
lp_3014	715	568	636	642
lp_3015	4049	4194	931	1094
lp_3016	132	118	87	80
lp_3017	109	109	120	112
lp_3018	108	123	93	128
lp_3019	164	204	198	115
lp_3020	49	39	35	17
lp_3021	372	413	250	262
lp_3022	145	121	104	115
lp_3023	359	415	302	328
lp_3038	1894	1845	1528	1705
lp_3040	3184	3240	3122	3763
lp_3042	1370	1445	1729	1805
lp_3044	1813	2307	2655	2835
lp_3045	1923	2617	3076	3418
lp_3047	123	108	140	184
lp_3048	83	60	97	150
lp_3049	4247	4693	6988	7330
lp_3050	16	28	10	16
lp_3055	70	66	275	299
lp_3057	11	13	38	46
lp_3058	13	5	21	38
lp_3059	4393	4452	3768	4134
lp_3060	744	797	807	757
lp_3062	599	586	556	540
lp_3063	763	644	572	513
lp_3064	60	34	35	26
lp_3065	12	2	5	9
lp_3066	22	18	10	29
lp_3067	23	2	11	8
lp_3069	470	490	408	377
lp_3070	270	284	213	242
lp_3071	277	256	308	296
lp_3072	159	146	25	46
lp_3073	70	104	14	19
lp_3074	12	6	3	5
lp_3075	378	379	126	138
lp_3077	2545	2537	2429	2750
lp_3078	102	105	826	926
lp_3081	364	299	165	219
lp_3082	174	172	129	94
lp_3084	337	340	290	364
lp_3087	301	233	185	180
lp_3088	404	360	257	317
lp_3090	836	803	731	835
lp_3091	298	296	509	471
lp_3092	1062	1213	4378	4885
lp_3093	344	382	307	342
lp_3094	193	233	201	197
lp_3095	719	814	592	749
lp_3096	47	50	49	33
lp_3097	147	156	171	161
lp_3098	64	69	63	64
lp_3099	70	56	47	77
lp_3100	688	722	557	554
lp_3117	86	99	245	261
lp_3119	173	255	300	401
lp_3120	512	677	735	858
lp_3122	349	300	246	198
lp_3123	1183	1343	1351	1191
lp_3124	42	74	356	358
lp_3125	107	132	114	181
lp_3127	32	56	16	57
lp_3134	1533	1642	689	415
lp_3139	247	284	259	286
lp_3141	50	33	27	19
lp_3142	296	260	318	352
lp_3143	186	181	134	99
lp_3150	56	56	96	118
lp_3155	91	85	102	117
lp_3169	4015	4132	1497	1810
lp_3170	46435	52249	44421	31001
lp_3171	489	404	455	468
lp_3172	183	156	200	282
lp_3174	6548	8500	3795	3650
lp_3175	444	510	176	176
lp_3176	1788	2071	1625	1914
lp_3177	55	81	122	136
lp_3178	110	130	178	201
lp_3179	538	599	505	629
lp_3183	447	395	223	285
lp_3184	1370	1373	1022	989
lp_3185	5311	5160	4052	4092
lp_3187	167	140	98	88
lp_3189	10444	12140	7167	6881
lp_3190	5061	4944	2381	2156
lp_3191	5759	5955	2876	2623
lp_3192	317	283	172	242
lp_3193	9586	10096	4008	4891
lp_3194	9606	10110	10238	13182
lp_3195	4221	4323	3459	3589
lp_3196	7425	7451	5732	6540
lp_3197	640	544	607	495
lp_3198	2700	2612	2122	2334
lp_3199	2177	2012	1756	1855
lp_3200	2268	2402	1922	2087
lp_3201	2106	2230	1904	1849
lp_3204	4262	5338	4306	4793
lp_3205	866	1054	778	951
lp_3206	639	592	521	521
lp_3207	2943	3310	2227	2453
lp_3209	6271	6960	4025	3902
lp_3210	1943	2312	1464	1648
lp_3211	2239	2361	1589	1515
lp_3214	201	231	307	357
lp_3215	14	49	16	14
lp_3216	168	146	134	175
lp_3217	297	303	270	347
lp_3218	745	761	738	887
lp_3220	15	15	29	28
lp_3221	1004	1120	816	969
lp_3223	1081	947	1065	1202
lp_3224	312	327	571	800
lp_3225	204	255	348	578
lp_3226	5507	6694	5382	5981
lp_3227	2030	2175	1926	1855
lp_3236	625	715	2018	2202
lp_3237	931	875	855	966
lp_3238	2048	2256	1368	2199
lp_3239	136	156	217	217
lp_3241	83	87	249	308
lp_3243	268	244	750	761
lp_3245	13198	14680	6901	5323
lp_3246	2153	2240	816	921
lp_3247	1170	1040	1405	1670
lp_3248	3628	3435	566	658
lp_3250	116	137	1152	1232
lp_3251	73	74	36	33
lp_3252	738	944	834	901
lp_3254	214	192	89	62
lp_3255	282	433	157	102
lp_3256	4184	7521	10218	10645
lp_3257	80	80	48	60
lp_3259	1033	1209	1351	1531
lp_3262	964	1560	1878	2203
lp_3263	674	1150	1243	1475
lp_3265	1127	1486	1169	1308
lp_3266	981	1206	1191	1424
lp_3267	3557	5142	5006	6776
lp_3268	58	84	99	83
lp_3269	2602	2275	1581	1376
lp_3270	1352	1138	944	789
lp_3271	736	761	713	664
lp_3272	130	106	1043	1009
lp_3273	1267	1369	1283	1033
lp_3278	46	74	79	67
lp_3280	214	118	64	73
lp_3281	1114	911	595	661
lp_3283	637	728	826	848
lp_3284	320	244	168	176
lp_3285	210	150	110	109
lp_3286	348	307	174	146
lp_3287	259	265	221	179
lp_3288	909	985	1383	1173
lp_3292	1290	1199	713	413
lp_3293	1803	2058	1547	1954
lp_3294	3155	3476	2651	3354
lp_3295	1393	1356	1217	1424
lp_3296	2988	3176	2804	3601
lp_3297	1093	1174	1091	1387
lp_3298	876	904	779	1222
lp_3299	520	467	417	564
lp_3301	653	479	250	179
lp_3302	1015	1264	1244	1419
lp_3310	1032	889	704	606
lp_3312	2988	2413	2807	3053
lp_3313	1079	1112	13233	13079
lp_3314	544	551	6496	6581
lp_3316	101	113	665	830
lp_3318	916	1234	10081	11433
lp_3319	262	290	323	458
lp_3321	172	148	206	236
lp_3322	3643	4315	3471	3754
lp_3323	201	180	196	309
lp_3324	4904	4983	1841	1845
lp_3330	400	440	325	390
lp_3333	40	45	18	32
lp_3334	1017	765	626	910
lp_3335	327	491	375	457
lp_3338	36	36	30	39
lp_3341	934	872	416	541
lp_3342	549	622	587	636
lp_3343	180	229	183	181
lp_3344	49	33	32	47
lp_3345	132	138	115	149
lp_3346	309	286	257	318
lp_3349	1572	1576	1394	1500
lp_3350	2684	2197	1872	1443
lp_3351	3841	3878	2482	2193
lp_3352	1350	1281	1541	1324
lp_3353	644	587	686	821
lp_3355	647	772	1385	1745
lp_3356	332	453	175	122
lp_3358	2545	2131	1307	1245
lp_3359	136	149	563	944
lp_3360	230	182	709	1221
lp_3362	2374	2831	2781	3264
lp_3363	449	489	1390	1513
lp_3365	558	664	703	735
lp_3366	1608	1906	1228	1626
lp_3367	463	525	434	457
lp_3368	143	154	111	90
lp_3371	222	206	248	190
lp_3372	648	670	483	651
lp_3373	1077	901	643	519
lp_3374	1430	1254	641	703
lp_3392	1173	1620	1415	1617
lp_3393	545	630	353	545
lp_3394	111	103	59	124
lp_3397	3952	4874	2978	3227
lp_3398	340	471	426	379
lp_3400	2623	3320	3231	3806
lp_3402	75	120	103	102
lp_3403	3433	4283	4042	4235
lp_3404	558	673	521	492
lp_3406	320	355	286	218
lp_3407	7597	7625	4475	4376
lp_3408	1256	1162	1078	1377
lp_3409	1730	1771	1494	2055
lp_3410	862	718	684	861
lp_3411	7417	7753	3506	2655
lp_3412	881	838	597	680
lp_3413	187	171	135	123
lp_3414	560	605	327	354
lp_3415	57	49	23	12
lp_3416	3755	2817	3185	2984
lp_3417	505	491	719	777
lp_3418	311	375	3589	3584
lp_3419	489	533	606	501
lp_3420	2849	4042	7355	9236
lp_3421	68037	75035	52121	49361
lp_3422	731	861	655	639
lp_3423	855	724	646	526
lp_3430	1007	1253	1042	1111
lp_3431	681	821	789	884
lp_3432	766	1016	869	1006
lp_3433	674	813	698	850
lp_3435	64	92	46	75
lp_3436	93	95	736	668
lp_3437	484	519	466	473
lp_3438	310	400	350	332
lp_3440	68	49	33	80
lp_3441	83	123	73	103
lp_3442	62	72	38	40
lp_3444	158	190	192	249
lp_3445	5048	6417	7087	8781
lp_3448	551	735	597	670
lp_3449	2362	2827	9144	8879
lp_3450	122	91	93	138
lp_3451	28	26	56	34
lp_3452	33	31	22	16
lp_3453	47	42	44	44
lp_3454	27	18	14	17
lp_3458	2813	3632	2094	2194
lp_3459	295	372	274	349
lp_3460	1096	1358	1052	1249
lp_3461	602	778	741	763
lp_3463	234	256	205	212
lp_3464	1691	1994	1878	2040
lp_3469	10	20	33	48
lp_3470	1042	1533	2275	2452
lp_3471	24	23	68	102
lp_3472	6	14	38	44
lp_3473	20	19	38	45
lp_3474	4	8	24	33
lp_3476	34	56	427	344
lp_3477	479	439	260	369
lp_3478	577	621	403	493
lp_3479	48	31	60	58
lp_3480	158	137	406	442
lp_3482	40	72	210	233
lp_3483	92	130	1761	1831
lp_3484	82	102	1094	1000
lp_3485	175	233	409	577
lp_3486	160	162	693	660
lp_3487	78	120	805	816
lp_3488	753	664	457	572
lp_3489	372	377	1711	2005
lp_3490	98	166	64	96
lp_3491	806	718	604	685
lp_3492	316	279	285	271
lp_3493	275	309	236	315
lp_3494	157	107	117	138
lp_3495	884	987	405	483
lp_3504	76	46	93	102
lp_3505	132	83	179	301
lp_3506	146	151	142	256
lp_3507	983	1187	1950	1776
lp_3508	188	243	413	425
lp_3509	179	298	421	481
lp_3510	192	303	477	417
lp_3513	326	359	128	119
lp_3514	842	714	984	436
lp_3545	46	43	1194	1271
lp_3546	10	6	563	415
lp_3547	0	2	156	139
lp_3548	6	4	106	81
lp_3549	529	568	867	895
lp_3571	293	403	2547	2447
lp_3572	9837	11597	11180	12982
lp_3573	641	770	815	859
lp_3575	109	125	115	112
lp_3576	625	459	520	710
lp_3578	6341	7453	9638	10903
lp_3579	28522	31644	22241	22219
lp_3580	170469	173729	147331	173427
lp_3581	170804	160889	148743	167944
lp_3586	242	290	96	120
lp_3656	28	6	167	169
lp_3657	20	18	103	169
lp_3658	313	271	73920	75758
lp_3659	162	129	39511	35310
lp_3660	155	146	48628	43768
lp_3661	773	813	2039	2053
lp_3662	292	260	239	249
lp_3663	2281	2528	2061	1928
lp_3664	866	880	807	820
lp_3665	550	592	491	409
lp_3666	86	94	128	121
lp_3668	286	239	291	361
lp_3669	4512	4915	4909	5477
lp_3673	2563	2303	2700	4472
lp_3675	872	726	414	476
lp_3676	940	776	323	517
lp_3677	93	51	19	30
lp_3678	395	353	145	145
lp_3679	1145	1120	337	507
lp_3681	5551	5337	3161	3427
lp_3682	3756	3954	2331	2545
lp_3683	4713	5566	2872	3328
lp_3687	38099	40455	28148	29287
lp_3688	30348	29421	20649	23964
